Time in ms;Wheel1_cw_count;Wheel1_ccw_count;Wheel2_cw_count;Wheel2_ccw_count
5048022;23;23;175;583
5053026;23;23;175;583
5058034;23;23;175;583
5063046;23;23;175;583
5068061;23;23;175;583
5073063;23;23;175;583
5078068;23;23;175;583
5083081;23;23;175;583
5088096;23;23;175;583
5093107;23;23;175;583
5098112;23;23;175;583
5103129;23;23;175;583
5108142;23;23;175;583
5113159;23;23;175;583
5118171;23;23;175;583
5123177;23;23;175;583
5128189;23;23;175;583
5133212;23;23;175;583
5138229;23;23;175;583
5143238;23;23;175;583
5148252;23;23;175;583
5153266;23;23;175;583
5158269;23;23;175;583
5163282;23;23;175;583
5168296;23;23;175;583
5173305;23;23;175;583
5178316;23;23;175;583
5183326;23;23;175;583
5188329;23;23;175;583
5193337;23;23;175;583
5198350;23;23;175;583
5203365;23;23;175;583
5208381;23;23;175;583
5213390;23;23;175;583
5218404;23;23;175;583
5223428;23;23;175;583
5228441;23;23;175;583
5233456;23;23;175;583
5238462;23;23;175;583
5243477;23;23;175;583
5248481;23;23;175;583
5253483;23;23;175;583
5258498;23;23;175;583
5263508;23;23;175;583
5268513;23;23;175;583
5273516;23;23;175;583
5278533;23;23;175;583
5283548;23;23;175;583
5288555;23;23;175;583
5293562;23;23;175;583
5298572;23;23;175;583
5303583;23;23;175;583
5308597;23;23;175;583
5313603;23;23;175;583
5318629;23;23;175;583
5323642;23;23;175;583
5328656;23;23;175;583
5333673;23;23;175;583
5338675;23;23;175;583
5343681;23;23;175;583
5348687;23;23;175;583
5353691;23;23;175;583
5358704;23;23;175;583
5363720;23;23;175;583
5368734;23;23;175;583
5373746;23;23;175;583
5378752;23;23;175;583
5383761;23;23;175;583
5388775;23;23;175;583
5393784;23;23;175;583
5398795;23;23;175;583
5403811;23;23;175;583
5408817;23;23;175;583
5413826;23;23;175;583
5418831;23;23;175;583
5423834;23;23;175;583
5428846;23;23;175;583
5433861;23;23;175;583
5438868;23;23;175;583
5443882;23;23;175;583
5448892;23;23;175;583
5453907;23;23;175;583
5458923;23;23;175;583
5463932;23;23;175;583
5468942;23;23;175;583
5473957;23;23;175;583
5478960;23;23;175;583
5483976;23;23;175;583
5488981;23;23;175;583
5493989;23;23;175;583
5498992;23;23;175;583
5504007;23;23;175;583
5509011;23;23;175;583
5514023;23;23;175;583
5519026;23;23;175;583
5524043;23;23;175;583
5529054;23;23;175;583
5534059;23;23;175;583
5539080;23;23;175;583
5544097;23;23;175;583
5549100;23;23;175;583
5554117;23;23;175;583
5559130;23;23;175;583
5564134;23;23;175;583
5569141;23;23;175;583
5574149;23;23;175;583
5579156;23;23;175;583
5584164;23;23;175;583
5589172;23;23;175;583
5594190;23;23;175;583
5599193;23;23;175;583
5604203;23;23;175;583
5609205;23;23;175;583
5614216;23;23;175;583
5619234;23;23;175;583
5624244;23;23;175;583
5629247;23;23;175;583
5634259;23;23;175;583
5639269;23;23;175;583
5644277;23;23;175;583
5649291;23;23;175;583
5654301;23;23;175;583
5659316;23;23;175;583
5664328;23;23;175;583
5669342;23;23;175;583
5674349;23;23;175;583
5679358;23;23;175;583
5684372;23;23;175;583
5689378;23;23;175;583
5694383;23;23;175;583
5699387;23;23;175;583
5704402;23;23;175;583
5709418;23;23;175;583
5714428;23;23;175;583
5719440;23;23;175;583
5724449;23;23;175;583
5729462;23;23;175;583
5734472;23;23;175;583
5739478;23;23;175;583
5744483;23;23;175;583
5749496;23;23;175;583
5754506;23;23;175;583
5759523;23;23;175;583
5764533;23;23;175;583
5769540;23;23;175;583
5774554;23;23;175;583
5779565;23;23;175;583
5784577;23;23;175;583
